ukcode,jycode,inputcode,chabbr
1115488,14130,YBHX,300261,雅本化学
1115489,11301,AJH,002614,奥 佳 华
1115490,11491,HES,002615,哈 尔 斯
1115491,14171,BASW,300262,巴安水务
1115492,14160,LHJN,300263,隆华节能
1115493,10000,JCSX,300264,佳创视讯
1115494,14040,TGXL,300265,通光线缆
1115495,14162,CQJT,002616,长青集团
1115496,14223,LXKJ,002617,露笑科技
1115497,14037,DBKJ,002618,丹邦科技
1115498,14224,XYHJ,300266,兴源环境
1115499,14047,EKZY,300267,尔康制药
1115500,14159,JWGF,300268,佳沃股份
1115501,14212,JLGY,002619,巨龙管业
1115502,13867,RHGF,002620,瑞和股份
1115503,14211,SLGF,002621,三垒股份
1115504,14128,LJGD,300269,联建光电
1115505,14172,ZWDZ,300270,中威电子
1115506,14654,YMD,002623,亚 玛 顿
1115507,10588,RYJT,002622,融钰集团
1115508,4581,HYRJ,300271,华宇软件
1115509,14129,HJGF,300273,和佳股份
1115510,14206,WMSJ,002624,完美世界
1115511,13584,JDW,002626,金 达 威
1115512,10778,KNHB,300272,开能环保
1115513,14500,YGDY,300274,阳光电源
1115514,14557,MAS,300275,梅 安 森
1115515,14608,GQJS,002625,光启技术
1115516,13934,YCJY,002627,宜昌交运
1115517,14607,CDLQ,002628,成都路桥
1115518,14093,RZGF,002629,仁智股份
1115519,13283,BLKJ,002592,八菱科技
1115520,9984,HXNY,002630,华西能源
1115521,14779,DEWL,002631,德尔未来
1115522,14782,SFZN,300276,三丰智能
1115523,14871,DMGX,002632,道明光学
1115524,14780,SKGF,002633,申科股份
1115525,9981,HLX,300277,海 联 讯
1115526,14825,AJKJ,002635,安洁科技
1115527,14697,JAGJ,002636,金安国纪
1115528,14657,ZYKJ,002637,赞宇科技
1115529,14997,QSGF,002638,勤上股份
1115530,14746,BJGF,002634,棒杰股份
1115531,14945,XRGF,002639,雪人股份
1115532,14747,KJT,002640,跨 境 通
1115533,14222,YGGF,002641,永高股份
1115534,14745,HCD,300278,华 昌 达
1115535,15050,RZL,002642,荣 之 联
1115536,11653,WRGF,002643,万润股份
1115537,14946,HHKJ,002645,华宏科技
1115538,10491,FCZY,002644,佛慈制药
1115539,14943,QQKJ,002646,青青稞酒
1115540,15000,MSJK,002647,民盛金科
1115541,14872,WXSH,002648,卫星石化
1115542,14918,HJKJ,300279,和晶科技
1115543,14783,NTDY,300280,南通锻压
1115544,14954,JMJJ,300281,金明精机
1115545,12893,HGGF,300282,汇冠股份
1115546,15124,BYKJ,002649,博彦科技
1115547,15792,JJSP,002650,加加食品
1115548,15063,LJGF,002651,利君股份
1115549,14556,WZHF,300283,温州宏丰
1115550,14105,SJK,300284,苏 交 科
1115551,14953,GCCL,300285,国瓷材料
1115552,15001,AKR,300286,安 科 瑞
1115553,15920,HSK,002653,海 思 科
1115554,15734,YZXC,002652,扬子新材
1115555,15120,FLX,300287,飞 利 信
1115556,15733,HLBN,300291,华录百纳
1115557,15013,LMXX,300288,朗玛信息
1115558,15691,LDM,300289,利 德 曼
1115559,15121,RKKJ,300290,荣科科技
1115560,15917,WRKJ,002654,万润科技
1115561,15273,GDDS,002655,共达电声
1115562,15274,MDDD,002656,摩登大道
1115563,16014,ZKJC,002657,中科金财
1115564,15799,WTKG,300292,吴通控股
1115565,14827,LYZB,300293,蓝英装备
1115566,14161,BYSW,300294,博雅生物
1115567,16052,XDL,002658,雪 迪 龙
1115568,16056,ZTQL,002659,中泰桥梁
1115569,15694,JWGF,002662,京威股份
1115570,15002,SLWW,300295,三六五网
1115571,15937,LYD,300296,利 亚 德
1115572,15784,LDGF,300297,蓝盾股份
1115573,16049,MSDY,002660,茂硕电源
1115574,16055,KMMY,002661,克明面业
1115575,16006,PBGF,002663,普邦股份
1115576,15125,XZDJ,002664,信质电机
1115577,15272,SNSW,300298,三诺生物
1115578,16183,FCGF,300299,富春股份
1115579,16047,HDYY,300300,汉鼎宇佑
1115580,14060,JFGD,300303,聚飞光电
1115581,15936,CFJT,300301,长方集团
1115582,16160,TYKJ,300302,同有科技
1115583,15984,YYDQ,300304,云意电气
1115584,16254,SHJN,002665,首航节能
1115585,15864,DLJT,002666,德联集团
1115586,15628,AZGF,002667,鞍重股份
1115587,11195,YXGF,300305,裕兴股份
1115588,15986,YFGD,300306,远方光电
1115589,15907,CXGF,300307,慈星股份
1115590,16161,ZJZB,300308,中际装备
1115591,15935,JAKJ,300309,吉艾科技
1115592,15047,AMDQ,002668,奥马电器
1115593,16051,KDXC,002669,康达新材
1115594,16107,GSJK,002670,国盛金控
1115595,15906,YTSJ,300310,宜通世纪
1115596,16121,RZX,300311,任 子 行
1115597,16100,TSSW,300313,天山生物
1115598,16209,LQGF,002671,龙泉股份
1115599,16005,DJHB,002672,东江环保
1115600,14990,XBZQ,002673,西部证券
1115601,16054,XYKJ,002674,兴业科技
1115602,16173,BXJS,300312,邦讯技术
1115603,16101,DWYL,300314,戴维医疗
1115604,16175,ZQKJ,300315,掌趣科技
1115605,16375,JSJD,300316,晶盛机电
1115606,16172,JWGF,300317,珈伟股份
1115607,5198,BHCX,300318,博晖创新
1115608,16376,MJKJ,300319,麦捷科技
1115609,10970,TDGF,300321,同大股份
1115610,16120,DCYY,002675,东诚药业
1115611,16157,SWGF,002676,顺威股份
1115612,16155,ZJMD,002677,浙江美大
1115613,16453,ZJGQ,002678,珠江钢琴
1115614,16099,HDGF,300320,海达股份
1115615,16647,HCGD,300323,华灿光电
1115616,11822,DWXC,300325,德威新材
1115617,16509,FJJS,002679,福建金森
1115618,16585,CSSW,002680,长生生物
1115619,16668,FDKJ,002681,奋达科技
1115620,16500,SBD,300322,硕 贝 德
1115621,15067,XJXX,300324,旋极信息
1115622,16297,LZGF,002682,龙洲股份
1115623,16691,HDBP,002683,宏大爆破
1115624,16761,MSKJ,002684,猛狮科技
1115625,16276,HDZJ,002685,华东重机
1115626,16011,KLT,300326,凯 利 泰
1115627,16117,ZYDZ,300327,中颖电子
1115628,16596,YAKJ,300328,宜安科技
1115629,11576,HLGQ,300329,海伦钢琴
1115630,16163,HHJT,300330,华虹计通
1115631,11783,SDWG,300331,苏大维格
1115632,16595,THHJ,300332,天壕环境
1115633,16504,ZRKJ,300333,兆日科技
1115634,16669,YLD,002686,亿 利 达
1115635,16527,JMKJ,300334,津膜科技
1115636,16651,DSGF,300335,迪森股份
1115637,16511,XWH,300336,新 文 化
1115638,16581,QZB,002687,乔 治 白
1115639,15704,JHSW,002688,金河生物
1115640,16510,YDZN,002689,远大智能
1115641,16579,YBGF,300337,银邦股份
1115642,16502,RHRJ,300339,润和软件
1115643,16569,KYGF,300338,开元股份
1115644,12356,KHGF,300340,科恒股份
1115645,16665,MDDQ,300341,麦迪电气
1115646,16488,TYJD,300342,天银机电
1115647,16431,MYGD,002690,美亚光电
1115648,16454,JKGF,002691,冀凯股份
1115649,16745,LCHL,300343,联创互联
1115650,16616,TKBY,300344,太空板业
1115651,12420,HYXC,300345,红宇新材
1115652,16716,NDGD,300346,南大光电
1115653,16327,RKGF,002692,睿康股份
1115654,16762,SCYY,002693,双成药业
1115655,16582,GDKJ,002694,顾地科技
1115656,16658,TGYY,300347,泰格医药
1115657,16567,CLKJ,300348,长亮科技
1115658,16597,JKZN,300349,金卡智能
1115659,15076,HPF,300350,华 鹏 飞
1115660,16975,HSH,002695,煌 上 煌
1115661,16255,BYGF,002696,百洋股份
1115662,17555,HQLS,002697,红旗连锁
1115663,16624,BSGF,002698,博实股份
1115664,16275,MSWH,002699,美盛文化
1115665,16958,BXY,300352,北 信 源
1115666,17477,YGDQ,300351,永贵电器
1115667,17239,DHCS,300354,东华测试
1115668,17416,XJHY,002700,新疆浩源
1115669,7905,DTKJ,300353,东土科技
1115670,17479,MCST,300355,蒙草生态
1115671,17063,GYKJ,300356,光一科技
1115672,16570,ARJ,002701,奥 瑞 金
1115673,12120,HXSP,002702,海欣食品
1115674,17033,ZJSB,002703,浙江世宝
1115675,30181,MDJT,000333,美的集团
1115676,17706,XBGF,002705,新宝股份
1115677,12373,LXDQ,002706,良信电器
1115678,16974,GYGF,002708,光洋股份
1115679,17595,WWSW,300357,我武生物
1115680,15905,CTKJ,300358,楚天科技
1115681,18552,QTJY,300359,全通教育
1115682,17594,JHKJ,300360,炬华科技
1115683,16717,TXHJ,300362,天翔环境
1115684,17644,ZXLY,002707,众信旅游
1115685,16967,TCCL,002709,天赐材料
1115686,18666,SMCM,002712,思美传媒
1115687,18458,HHKJ,300365,恒华科技
1115688,17506,HJGF,300368,汇金股份
1115689,7245,AKKJ,300370,安控科技
1115690,16887,HZGF,300371,汇中股份
1115691,17656,YJKJ,300373,扬杰科技
1115692,16580,OPZW,002711,欧浦智网
1115693,17481,JYWH,002721,金一文化
1115694,12786,CYXX,300366,创意信息
1115696,12581,PLGF,300375,鹏翎股份
1115697,18285,YST,300376,易 事 特
1115698,17750,YSS,300377,赢 时 胜
1115699,18754,DJRJ,300378,鼎捷软件
1115700,17029,MYGF,002714,牧原股份
1115701,16891,JGYY,002716,金贵银业
1115702,16889,YBDD,002718,友邦吊顶
1115703,17414,MQE,002719,麦 趣 尔
1115704,17034,JLGF,002722,金轮股份
1115705,18551,DFT,300379,东 方 通
1115706,18426,ASXX,300380,安硕信息
1115707,13294,YDL,300381,溢 多 利
1115708,16893,JLT,002723,金 莱 特
1115709,16969,YLGF,002725,跃岭股份
1115710,17655,BTGF,300363,博腾股份
1115711,17240,DFWL,300367,东方网力
1115712,17092,LMKJ,300369,绿盟科技
1115713,16976,SLK,300382,斯 莱 克
1115714,16764,GHXW,300383,光环新网
1115715,16892,DYRS,002713,东易日盛
1115716,16890,DYGF,002715,登云股份
1115717,14036,LNYL,002717,岭南园林
1115718,18326,LDRS,002726,龙大肉食
1115719,17821,XLHJ,300385,雪浪环境
1115720,18677,FTCX,300386,飞天诚信
1115721,16896,YXT,002727,一 心 堂
1115722,18753,FBGF,300387,富邦股份
1115723,18324,TYYY,002728,特一药业
1115724,18815,THCJ,300390,天华超净
1115725,34740,SLHP,300384,三联虹普
1115726,17408,GZHB,300388,国祯环保
1115727,16888,ABS,300389,艾 比 森
1115728,17751,KYKJ,300391,康跃科技
1115729,35105,TXGF,300392,腾信股份
1115730,35511,FLH,300395,菲 利 华
1115731,17507,DRYL,300396,迪瑞医疗
1115732,16566,THFW,300397,天和防务
1115733,34842,HLL,002729,好 利 来
1115734,34401,ZLGF,300393,中来股份
1115735,34683,DGKJ,002730,电光科技
1115736,34703,FKCL,300398,飞凯材料
1115737,18553,JTL,300399,京 天 利
1115738,11613,HYSW,300401,花园生物
1115739,16503,JTGF,300400,劲拓股份
1115740,13050,BSGF,300402,宝色股份
1115741,17508,DEHY,300403,地尔汉宇
1115742,18721,KLGF,300405,科隆股份
1115743,34747,JQSW,300406,九强生物
1115744,18325,HYW,002724,海 洋 王
1115745,35756,CHZB,002731,萃华珠宝
1115746,34844,XTGF,002733,雄韬股份
1115747,34802,WZXC,002735,王子新材
1115748,34840,KFDQ,300407,凯发电气
1115749,36713,SHJT,300408,三环集团
1115750,34594,DSJS,300409,道氏技术
1115751,34686,YTRY,002732,燕塘乳业
1115752,36417,GXZQ,002736,国信证券
1115753,34886,KHYY,002737,葵花药业
1115754,11781,ZKZY,002738,中矿资源
1115755,35476,ZYKJ,300410,正业科技
1115756,34466,JDGF,300411,金盾股份
1115757,36179,JNKJ,300412,迦南科技
1115758,35643,ZWZX,300364,中文在线
1115759,36710,KLG,300413,快 乐 购
1115760,34835,KLWW,300418,昆仑万维
1115761,34402,WDDY,002739,万达电影
1115762,34601,ADE,002740,爱 迪 尔
1115763,35841,SSSY,300416,苏试试验
1115764,18287,HFKJ,300419,浩丰科技
1115765,34596,YZM,300415,伊 之 密
1115766,34598,NHYQ,300417,南华仪器
1115767,43570,SWHY,000166,申万宏源
1115768,13583,LMGF,002734,利民股份
1115769,34829,GHKJ,002741,光华科技
1115770,16971,XTGF,002746,仙坛股份
1115771,35371,HNKJ,300425,环能科技
1115772,34698,SSGF,002742,三圣股份
1115773,12004,FHGG,002743,富煌钢构
1115774,14213,MLS,002745,木 林 森
1115775,36649,TFTX,300394,天孚通信
1115776,35615,WYKJ,300420,五洋科技
1115777,34403,LXGF,300421,力星股份
1115778,36047,BSK,300422,博 世 科
1115779,35844,LYT,300423,鲁 亿 通
1115780,36474,TDYS,300426,唐德影视
1115781,36594,HXDL,300427,红相电力
1115782,35106,LSKJ,300433,蓝思科技
1115783,17693,SLSY,002748,世龙实业
1115784,34834,HTKJ,300374,恒通科技
1115785,36408,STXC,300428,四通新材
1115786,34405,CYT,300430,诚 益 通
1115787,35019,FLJG,300432,富临精工
1115788,34845,ASD,002747,埃 斯 顿
1115789,34883,GGGF,002749,国光股份
1115790,34885,LJYY,002750,龙津药业
1115791,34837,QLXC,300429,强力新材
1115792,35846,BFJT,300431,暴风集团
1115793,34328,ZTGF,300435,中泰股份
1115794,16654,SXGF,002752,?兴股份
1115795,34892,HXKJ,300424,航新科技
1115796,34469,GST,300436,广 生 堂
1115797,36524,MKSW,300439,美康生物
1115798,34702,JLFD,300443,金雷风电
1115799,35614,QXGF,300447,全信股份
1115800,34701,HBGK,300449,汉邦高科
1115801,34593,QSY,300437,清 水 源
1115802,34838,YDKJ,300440,运达科技
1115803,34760,BSGF,300441,鲍斯股份
1115804,7920,SJDQ,300444,双杰电气
1115805,36566,LKXC,300446,乐凯新材
1115806,35478,YSZS,002751,易尚展示
1115807,35749,BJYY,300404,博济医药
1115808,36482,JSDF,300434,金石东方
1115809,34404,PHNY,300438,鹏辉能源
1115810,35754,PLS,300442,普 丽 盛
1115811,7766,KST,300445,康 斯 特
1115812,34764,HYKJ,300448,浩云科技
1115813,35370,ZGFL,300414,中光防雷
1115814,36641,CYRJ,300451,创业软件
1115815,35791,NWKJ,300456,耐威科技
1115816,36638,YHKJ,300457,赢合科技
1115817,34873,DFXX,002755,东方新星
1115818,9104,YXTG,002756,永兴特钢
1115819,34599,SHYF,300452,山河药辅
1115820,35435,SXYL,300453,三鑫医疗
1115821,34699,KTHW,300455,康拓红外
1115822,36709,QZKJ,300458,全志科技
1115823,36635,JKYL,300459,金科娱乐
1115824,35372,HLJT,300460,惠伦晶体
1115825,36560,XDZN,300450,先导智能
1115826,35196,YDGF,002753,永东股份
1115827,35840,TZJJ,300461,田中精机
1115828,34407,NXZB,002757,南兴装备
1115829,35259,HTYY,002758,华通医药
1115830,35107,HMZN,300462,华铭智能
1115831,34595,XYKJ,300467,迅游科技
1115832,35842,SFJC,300468,四方精创
1115833,35260,TJGF,002759,天际股份
1115834,34696,MKSW,300463,迈克生物
1115835,34893,GWD,300465,高 伟 达
1115836,34874,SMDQ,300466,赛摩电气
1115837,34684,DXA,002761,多 喜 爱
1115838,34947,JFLB,002762,金发拉比
1115839,34940,HJGF,002763,汇洁股份
1115840,34891,XHJM,300464,星徽精密
1115841,34406,JLKJ,300475,聚隆科技
1115842,6193,HZKJ,300477,合纵科技
1115843,34959,HZGX,300478,杭州高新
1115844,35009,FXGF,002760,凤形股份
1115845,34939,SLGF,002766,索菱股份
1115846,34875,XXFZ,300469,信息发展
1115847,34960,HPGF,300471,厚普股份
1115848,34961,XYKJ,300472,新元科技
1115849,34320,SHKJ,300476,胜宏科技
1115850,36475,LDCD,002765,蓝黛传动
1115851,34796,XFDZ,002767,先锋电子
1115852,35305,RJMF,300470,日机密封
1115853,35883,DEGF,300473,德尔股份
1115854,34889,SSDZ,300479,神思电子
1115855,35854,ZXJY,002772,众兴菌业
1115856,18756,KHYY,002773,康弘药业
1115857,34739,BBL,002776,柏 堡 龙
1115858,35747,SSYY,300485,赛升药业
1115859,12342,PLT,002769,普 路 通
1115860,34750,ZST,002771,真 视 通
1115861,34938,WKYL,002775,文科园林
1115862,34677,GEGF,002768,国恩股份
1115863,34476,KDRY,002770,科迪乳业
1115864,36711,PYHC,300481,濮阳惠成
1115865,35921,WFSW,300482,万孚生物
1115866,15693,WSGF,300483,沃施股份
1115867,34955,DJZN,300486,东杰智能
1115868,36484,HFGJ,300488,恒锋工具
1115869,34958,ZFGF,300489,中飞股份
1115870,34952,GLKJ,300480,光力科技
1115871,36636,LXKJ,300487,蓝晓科技
1115872,59826,WSGF,300498,温氏股份
1115873,34472,ZJKJ,002779,中坚科技
1115874,34828,SFHW,002780,三夫户外
1115875,13496,KLGF,002783,凯龙股份
1115876,41980,NHYLY,140001,宁行优01
1115877,36596,RXKJ,300493,润欣科技
1115878,35012,ZKCD,300496,中科创达
1115879,34533,QXGF,002781,奇信股份
1115880,17475,KLK,002782,可 立 克
1115881,34890,MSST,300495,美尚生态
1115882,35922,FXGF,300497,富祥股份
1115883,36339,WLS,002785,万 里 石
1115884,34735,YBSX,002786,银宝山新
1115885,34888,SDSJ,300492,山鼎设计
1115886,65471,ZSSK,001979,招商蛇口
1115887,35757,JYYH,002777,久远银海
1115888,35057,HYKG,002787,华源控股
1115889,34956,HZKJ,300490,华自科技
1115890,34336,THKJ,300491,通合科技
1115891,34957,STWL,300494,盛天网络
1115892,13373,GKSH,002778,高科石化
1115893,36052,GLGF,300499,高澜股份
1115894,35194,QDSJ,300500,启迪设计
1115895,34591,HSXC,300501,海顺新材
1115896,35005,LYYY,002788,鹭燕医药
1115897,36563,XYS,300502,新 易 盛
1115898,35195,RET,002790,瑞 尔 特
1115899,36095,HZJD,300503,昊志机电
1115900,35059,JYJT,002789,建艺集团
1115901,34468,CJN,300505,川 金 诺
1115902,35018,LHHT,300484,蓝海华腾
1115903,35432,MJH,300506,名 家 汇
1115904,41984,PYYLY,140002,平银优01
1115905,16894,TYTX,002792,通宇通讯
1115906,34685,JLWJ,002791,坚朗五金
1115907,35885,JJW,300474,景 嘉 微
1115908,42697,CMYLY,140003,晨鸣优01
1115909,35055,DYGF,002793,东音股份
1115910,36178,WHGF,300508,维宏股份
1115911,36051,XMX,300509,新 美 星
1115912,35146,YHZK,002795,永和智控
1115913,17077,SACG,300507,苏奥传感
1115914,34762,XRSW,300511,雪榕生物
1115915,35612,JGDQ,300510,金冠电气
1115916,34343,SJKJ,002796,世嘉科技
1115917,35436,DYCY,002797,第一创业
1115918,34325,DWJJ,002798,帝王洁具
1115919,35108,ZYGF,300512,中亚股份
1115920,34400,TSGF,002800,天顺股份
1115921,34763,HTSD,300513,恒泰实达
1115922,35616,JZY,300516,久 之 洋
1115923,16128,HQYW,002799,环球印务
1115924,36657,SDKJ,300515,三德科技
1115925,34317,WGGF,002801,微光股份
1115926,35431,SXD,300518,盛 讯 达
1115927,35304,XGYY,300519,新光药业
1115928,34326,HHXC,002802,洪汇新材
1115929,34341,ASK,300521,爱 司 凯
1115930,35016,SMKJ,300522,世名科技
1115931,11654,FYGF,002805,丰元股份
1115932,35696,KDGC,300520,科大国创
1115933,35792,JHGF,002803,吉宏股份
1115934,35232,HBZK,300517,海波重科
1115935,35056,HFGF,002806,华锋股份
1115936,34697,CAKJ,300523,辰安科技
1115937,36222,BSRJ,300525,博思软件
1115938,35011,ZQGF,300526,中潜股份
1115939,34841,JFSW,300529,健帆生物
1115940,34321,HZYJ,300527,华舟应急
1115941,35758,XFLH,300528,幸福蓝海
1115942,34597,DZKJ,300530,达志科技
1115943,36226,YBX,300531,优 博 讯
1115944,10297,SZHJ,002808,苏州恒久
1115945,35051,DWGF,300535,达威股份
1115946,15692,JTGJ,300532,今天国际
1115947,35433,BCWL,300533,冰川网络
1115948,35066,HQGF,002809,红墙股份
1115949,36660,SLGF,300540,深冷股份
1115950,36479,SDHD,002810,山东赫达
1115951,36652,TYGF,300538,同益股份
1115952,35845,GXCL,300537,广信材料
1115953,36483,HHMJ,300539,横河模具
1115954,36720,JYYH,002807,江阴银行
1115955,35060,YTGJ,002811,亚泰国际
1115956,36224,LKZN,300543,朗科智能
1115957,91758,CMYE,140004,晨鸣优02
1115958,35052,LSRF,300534,陇神戎发
1115959,36664,XJST,300541,先进数通
1115960,36045,CXGF,002812,创新股份
1115961,34467,NSHJ,300536,农尚环境
1115962,36049,XCKJ,300542,新晨科技
1115963,36223,LDZB,300545,联得装备
1115964,17749,XDKJ,300546,雄帝科技
1115965,35015,CHKJ,300547,川环科技
1115966,36000,YDJM,300549,优德精密
1115967,35563,LCKJ,002813,路畅科技
1115968,17032,CDJS,002815,崇达技术
1115969,36640,BCKJ,300548,博创科技
1115970,36647,HRKJ,300550,和仁科技
1115971,36653,GAKJ,300551,古鳌科技
1115972,35014,LTSX,300555,路通视信
1115973,34836,WJKJ,300552,万集科技
1115974,36658,JZGF,300553,集智股份
1115975,95847,CMYS,140005,晨鸣优03
1115976,36337,HKD,002816,和 科 达
1115977,35068,HSJN,002817,黄山胶囊
1115978,37960,LGGK,300557,理工光科
1115979,35053,JFAT,300559,佳发安泰
1115980,36645,ZFT,300560,中 富 通
1115981,36651,SLSJ,300556,丝路视觉
1115982,36661,BDYY,300558,贝达药业
1115983,34797,FSM,002818,富 森 美
1115984,35010,DFZK,002819,东方中科
1115985,38762,SYGF,300563,神宇股份
1115986,40418,JZKJ,300566,激智科技
1115987,39226,LXYL,300562,乐心医疗
1115988,36646,HJKJ,300561,汇金科技
1115989,35700,GFX,002820,桂 发 祥
1115990,35064,KLY,002821,凯 莱 英
1115991,39227,KXJS,300565,科信技术
1115992,40419,JCDZ,300567,精测电子
1115993,35610,KZJM,002823,凯中精密
1115994,36654,TNZG,300569,天能重工
1115995,35058,ZZJS,002822,中装建设
1115996,36221,NEGF,002825,纳尔股份
1115997,45130,XYCZ,300568,星源材质
1115998,36227,TCG,300570,太 辰 光
1115999,35843,ACJC,300572,安车检测
1116000,35855,BKNY,002828,贝肯能源
1116001,36407,XQYY,300573,兴齐眼药
1116002,69313,YMYY,002826,易明医药
1116003,66340,GZMB,002827,高争民爆
1116004,36003,XWYD,002829,星网宇达
1116005,14033,MDGF,002830,名雕股份
1116006,42386,PZXX,300571,平治信息
1116007,39229,YTKJ,002831,裕同科技
1116008,39865,ZQGF,300575,中旗股份
1116009,43093,RDGG,300576,容大感光
1116010,43092,CXHK,300581,晨曦航空
1116011,48152,KRGF,300577,开润股份
1116012,35067,BYLF,002832,比音勒芬
1116013,34342,SZRZ,300579,数字认证
1116014,38983,HYSK,002833,弘亚数控
1116015,36411,TWGF,002835,同为股份
1116016,37729,YFT,300582,英 飞 特
1116017,36682,XHZ,002836,新 宏 泽
1116018,40167,YWK,002837,英 维 克
1116019,50932,ALDZ,300585,奥联电子
1116020,36002,MLXC,300586,美联新材
1116021,39621,TTGF,300587,天铁股份
1116022,51252,XLXX,300588,熙菱信息
1116023,17752,DEGF,002838,道恩股份
1116024,49871,STSW,300583,赛托生物
1116025,38520,HTGF,002840,华统股份
1116026,51701,WLM,300591,万 里 马
1116027,42380,BST,300580,贝 斯 特
1116028,51253,YWTX,300590,移为通信
1116029,36684,HSGF,002824,和胜股份
1116030,51695,HCYY,300584,海辰药业
1116031,50481,JLCT,300589,江龙船艇
1116032,48150,XLN,300593,新 雷 能
1116033,51693,OPKS,300595,欧普康视
1116034,40963,SYGF,002841,视源股份
1116035,36683,XLWY,002842,翔鹭钨业
1116036,34338,LAL,300596,利 安 隆
1116037,17642,TJGF,002843,泰嘉股份
1116038,44407,HKCY,300592,华凯创意
1116039,42387,CMKJ,300598,诚迈科技
1116040,43088,JDTX,300597,吉大通信
1116041,51696,XSKJ,300599,雄塑科技
1116042,36716,ZJGH,002839,张家港行
1116043,39232,TXD,002845,同 兴 达
1116044,42385,HCTX,300578,会畅通讯
1116045,36001,RTGF,300600,瑞特股份
1116046,51691,FRD,300602,飞 荣 达
1116047,61457,LAJS,300603,立昂技术
1116048,44405,YLGF,002846,英联股份
1116049,50929,KTSW,300601,康泰生物
1116050,44406,YJPZ,002847,盐津铺子
1116051,51700,HFXX,300605,恒锋信息
1116052,42219,JTY,300606,金 太 阳
1116053,105741,TSD,300607,拓 斯 达
1116054,40962,GSBE,002848,高斯贝尔
1116055,51705,STQ,300608,思 特 奇
1116056,51679,CHGF,300610,晨化股份
1116057,61432,HNKJ,300609,汇纳科技
1116058,50938,XYGJ,300612,宣亚国际
1116059,41179,XTKJ,300615,欣天科技
1116060,46505,WXZN,002849,威星智能
1116061,61431,MLKJ,300611,美力科技
1116062,51254,FHW,300613,富 瀚 微
1116063,46499,AKZD,300617,安靠智电
1116064,42220,JYH,300619,金 银 河
1116065,42217,KDL,002850,科 达 利
1116066,16476,MGMT,002851,麦格米特
1116067,51255,HRGY,300618,寒锐钴业
1116068,51256,SPZP,300616,尚品宅配
1116069,47131,DDQ,002852,道 道 全
1116070,45834,PAN,002853,皮 阿 诺
1116071,61446,GKKJ,300620,光库科技
1116072,38519,JJWD,300623,捷捷微电
1116073,61430,BSYJ,300622,博士眼镜
1116074,61437,WYGF,300621,维业股份
1116075,61436,SXJG,300625,三雄极光
1116076,61448,YLWL,300628,亿联网络
1116077,35859,MZGF,002856,美芝股份
1116078,61442,HRGF,300626,华瑞股份
1116079,43083,JRJS,002855,捷荣技术
1116080,61440,HCDH,300627,华测导航
1116081,40959,SHDQ,002857,三晖电气
1116082,36655,JWGK,300631,久吾高科
1116083,48134,KYDT,002774,快意电梯
1116084,41553,LSSC,002858,力盛赛车
1116085,49870,XJG,300629,新 劲 刚
1116086,61465,PLZY,300630,普利制药
1116087,61458,DAGF,300635,达安股份
1116088,61462,THYY,300636,同和药业
1116089,114403,GPGF,300632,光莆股份
1116090,61447,KLYL,300633,开立医疗
1116091,50470,JMKJ,002859,洁美科技
1116092,48499,SFWH,002862,实丰文化
1116093,50935,XSE,002860,星 帅 尔
1116094,61456,YFXC,300637,扬帆新材
1116095,51703,KPSW,300639,凯普生物
1116096,42218,YTTX,002861,瀛通通讯
1116097,51690,GHT,300638,广 和 通
1116098,65452,CCKJ,300604,长川科技
1116099,73646,DYWC,300640,德艺文创
1116100,51264,JFKD,002863,今飞凯达
1116101,65450,ZDGF,300641,正丹股份
1116102,65458,SCXC,300554,三超新材
1116103,65453,TJSM,300642,透景生命
1116104,51678,ZYZH,300645,正元智慧
1116105,36681,JDGF,002865,钧达股份
1116106,63490,XYGF,300648,星云股份
1116107,61372,CYKJ,002866,传艺科技
1116108,64200,YXD,300514,友 讯 达
1116109,42388,ZDS,002867,周 大 生
1116110,49874,LKSH,002868,绿康生化
1116111,47534,CPS,300647,超 频 三
1116112,64201,TLZM,300650,太龙照明
1116113,64192,WTZK,300643,万通智控
1116114,65457,HZYL,300649,杭州园林
1116115,65456,JLTY,300651,金陵体育
1116116,51249,WLGF,002871,伟隆股份
1116117,51251,JYKJ,002869,金溢科技
1116118,50480,XSGF,002870,香山股份
1116119,63489,LDK,300652,雷 迪 克
1116120,64857,ZHSW,300653,正海生物
1116121,51259,TSZY,002872,天圣制药
1116122,121578,XTYY,002873,新天药业
1116123,69315,MDDZ,300656,民德电子
1116124,66337,JRGF,300655,晶瑞股份
1116125,38984,HXDZ,300657,弘信电子
1116126,51257,SLP,002876,三 利 谱
1116127,47133,ZFXX,300659,中孚信息
1116128,48131,ANE,002875,安 奈 儿
1116129,65455,YJGF,300658,延江股份
1116130,66334,JSLL,300660,江苏雷利
1116131,61376,ZNZK,002877,智能自控
1116132,49336,YLYT,002878,元隆雅图
1116133,61439,SBGF,300661,圣邦股份
1116134,61466,KRGJ,300662,科锐国际
1116135,61468,KLRJ,300663,科蓝软件
1116136,36368,FLGF,300665,飞鹿股份
1116137,66332,JFDZ,300666,江丰电子
1116138,61380,WGSW,002880,卫光生物
1116139,66335,BCKJ,300667,必创科技
1116140,78382,JESJ,300668,杰恩设计
1116141,64863,ZSGF,002883,中设股份
1116142,74486,MGZN,002881,美格智能
1116143,73638,JQH,002885,京 泉 华
1116144,61396,WTGF,002886,沃特股份
